,Gene_Name,Series1_NHBE_Mock_1,Series1_NHBE_Mock_2,Series1_NHBE_Mock_3,Series1_NHBE_SARS-CoV-2_1,Series1_NHBE_SARS-CoV-2_2,Series1_NHBE_SARS-CoV-2_3
4628,LGALS3,1421,1400,2423,1473,1194,3658
4629,DLGAP5,140,144,329,96,117,297
4630,FBXO34,426,460,754,361,420,946
4631,ATG14,206,229,431,221,196,558
4633,KTN1,2741,2705,5256,2418,2545,6673
4636,EXOC5,463,504,1208,448,454,1256
4637,AP5M1,179,194,439,171,145,545
4638,NAA30,78,74,197,72,66,186
4640,ACTR10,602,543,864,495,480,1528
4641,PSMA3,491,382,846,418,470,1379
4642,ARID4A,381,340,723,323,309,866
4644,TIMM9,140,117,233,113,140,415
4645,KIAA0586,88,122,234,105,91,311
4646,DACT1,2,2,4,1,3,20
4647,DAAM1,1487,1343,2580,1240,1330,3780
4648,GPR135,11,17,4,12,11,36
4650,JKAMP,222,253,602,260,190,601
4652,DHRS7,2004,1768,2732,1672,1922,5090
4653,PPM1A,481,392,907,390,372,990
4654,C14orf39,4,4,22,4,4,26
4655,SIX1,178,177,335,159,193,507
4656,SIX4,169,160,307,122,161,432
4657,MNAT1,377,351,892,375,386,1021
4658,TRMT5,205,227,447,238,232,597
4659,SLC38A6,40,55,86,42,32,101
4660,TMEM30B,389,353,788,305,359,973
4661,PRKCH,389,332,621,317,358,964
4663,HIF1A,8070,7524,13594,7459,7379,20108
4665,SNAPC1,415,427,858,358,361,1011
4666,SYT16,15,11,16,5,3,15
4668,RHOJ,1,2,1,0,1,0
4669,PPP2R5E,473,548,1127,443,455,1242
4670,WDR89,104,148,293,136,118,349
4671,SGPP1,90,80,158,59,52,205
4672,SYNE2,1200,1174,1901,1042,1018,3065
4673,ESR2,4,0,0,1,2,6
4675,MTHFD1,1029,771,1437,914,970,2767
4677,ZBTB25,52,46,76,58,59,143
4678,ZBTB1,453,488,997,402,433,1409
4679,HSPA2,94,94,120,99,66,225
4682,SPTB,6,8,0,7,5,19
4683,CHURC1,789,763,1568,571,606,1725
4684,GPX2,2137,1803,2803,1752,1503,4858
4685,RAB15,181,171,283,100,107,258
4686,FNTB,16,12,35,15,14,46
4687,MAX,1082,918,1491,834,883,2822
4689,FUT8,206,216,262,166,184,555
4691,GPHN,182,191,242,136,149,459
4692,MPP5,712,665,1044,602,640,1784
4693,ATP6V1D,911,726,1356,799,830,2288
4694,EIF2S1,1849,1472,2803,1300,1566,4745
4695,PLEK2,981,792,1311,1054,900,2993
4696,TMEM229B,102,105,115,83,66,209
4697,PLEKHH1,111,127,182,104,113,307
4698,PIGH,40,40,58,35,37,91
4699,ARG2,121,99,162,114,129,413
4700,VTI1B,2088,1575,2130,1274,1532,4309
4701,RDH11,2376,2120,3578,2193,2339,6425
4703,ZFYVE26,625,484,861,504,500,1719
4704,RAD51B,45,61,77,49,70,140
4705,ZFP36L1,14434,14126,20114,14385,13339,38785
4706,ACTN1,8842,6480,9522,9825,8660,24428
4708,DCAF5,2478,2204,3231,2074,2099,5672
4709,EXD2,574,518,760,503,510,1390
4710,GALNT16,0,0,0,2,0,0
4711,ERH,663,503,873,374,426,1429
4712,SLC39A9,755,723,1383,661,663,1910
4716,SRSF5,3379,3031,5063,2858,3355,8818
4717,SLC10A1,0,0,0,1,1,0
4718,SMOC1,205,151,271,190,185,487
4719,SLC8A3,1,0,0,1,0,4
4721,COX16,25,27,49,15,12,78
4722,SYNJ2BP,705,668,1249,570,583,1728
4723,ADAM21,25,17,28,18,16,61
4726,MED6,264,219,427,192,233,560
4727,TTC9,1131,1008,1514,1139,1133,3488
4728,MAP3K9,513,379,773,463,483,1473
4729,SIPA1L1,1857,1648,2611,1763,1921,5783
4730,DPF3,5,7,13,1,4,7
4731,DCAF4,174,173,280,177,164,437
4732,ZFYVE1,412,352,591,337,346,1052
4733,RBM25,3676,3230,4768,2646,3395,9198
4734,PSEN1,1356,1275,2094,1321,1395,3702
4735,PAPLN,266,362,388,247,236,567
4736,NUMB,2137,1774,2931,1924,1920,5970
4738,ACOT1,7,9,24,9,8,29
4739,ACOT2,84,62,86,67,49,174
4741,DNAL1,95,77,183,53,76,216
4742,PNMA1,869,722,1008,717,808,2133
4743,ELMSAN1,537,589,802,516,475,1320
4744,PTGR2,146,145,271,92,130,294
4745,ZNF410,262,231,416,213,230,670
4746,FAM161B,86,75,107,68,66,180
4747,COQ6,157,120,205,126,135,340
4748,ENTPD5,300,243,319,186,237,643
4749,ALDH6A1,116,103,174,95,73,234
4750,LIN52,50,38,86,40,43,106
4751,ABCD4,220,255,347,215,190,557
4752,SYNDIG1L,0,0,1,0,0,1
4753,NPC2,1569,1326,2158,1268,1321,3678
4754,ISCA2,119,117,232,85,81,290
4755,LTBP2,2028,1844,2775,2290,1937,6198
4756,FCF1,803,749,1360,627,676,1759
4757,YLPM1,1741,1442,1991,1544,1565,4333
4759,DLST,1211,1035,1638,1129,1007,3187
4760,RPS6KL1,14,8,21,21,18,57
4761,PGF,518,486,739,645,468,1648
4762,EIF2B2,672,562,846,606,563,1872
4763,MLH3,116,92,186,93,104,312
4764,ACYP1,46,50,95,35,57,164
4766,NEK9,742,732,1105,564,645,1739
4767,TMED10,2989,2955,4898,2498,2614,7426
4768,FOS,922,972,1344,965,892,2577
4769,JDP2,197,192,297,192,141,409
4770,BATF,26,19,25,16,10,66
4771,FLVCR2,10,3,14,3,5,16
4772,TTLL5,669,583,988,469,478,1537
4773,TGFB3,53,80,84,26,36,89
4774,IFT43,182,158,278,176,165,492
4775,GPATCH2L,195,172,298,152,171,579
4776,ESRRB,2,3,5,1,0,1
4778,ANGEL1,321,282,436,213,208,683
4779,IRF2BPL,160,184,284,103,85,278
4781,TMEM63C,186,156,231,154,137,446
4782,POMT2,331,305,450,308,313,993
4783,GSTZ1,175,185,250,163,150,416
4787,VIPAS39,453,444,691,358,405,1282
4788,AHSA1,2672,2159,3630,2575,2453,7730
4789,ISM2,11,7,11,2,7,19
4790,SPTLC2,843,814,1441,684,781,2387
4791,ALKBH1,98,83,136,94,96,237
4792,SLIRP,451,318,583,419,423,1254
4793,SNW1,2057,1550,2419,1153,1554,4164
4795,ADCK1,64,78,96,57,56,161
4796,NRXN3,1,5,20,6,8,22
4797,DIO2,1,2,4,1,0,4
4798,CEP128,66,73,76,47,72,194
4799,GTF2A1,283,321,629,250,254,690
4800,STON2,2858,2798,5081,2174,2240,6903
4801,SEL1L,1387,1196,2231,960,1065,2885
4802,FLRT2,1718,1451,2506,1126,1254,3478
4803,GALC,203,184,360,182,162,497
4804,KCNK10,0,0,4,0,1,0
4805,SPATA7,77,75,120,80,78,233
4806,PTPN21,336,292,500,308,312,950
4807,ZC3H14,939,827,1598,808,827,2350
4808,EML5,15,14,18,10,7,42
4809,TTC8,328,325,517,274,249,711
4810,FOXN3,413,441,675,352,358,985
4812,EFCAB11,103,120,165,87,91,261
4813,TDP1,278,209,434,233,262,777
4814,PSMC1,2755,2286,4229,1908,2365,6539
4815,NRDE2,231,202,344,174,193,540
4816,CALM1,2912,2654,4867,2569,2772,7686
4817,TTC7B,110,110,200,89,74,258
4818,RPS6KA5,39,54,71,45,44,103
4819,GPR68,132,122,142,147,118,296
4820,CCDC88C,412,461,631,451,409,1133
4821,CATSPERB,18,12,26,13,18,30
4822,TC2N,272,322,683,301,324,889
4824,TRIP11,562,630,1441,536,539,1496
4825,ATXN3,328,245,334,241,299,687
4826,NDUFB1,318,276,419,211,209,650
4827,CPSF2,1056,990,1766,918,910,2464
4829,RIN3,185,167,249,172,117,514
4830,LGMN,648,600,840,638,531,1689
4831,GOLGA5,1493,1176,2041,1058,1254,3639
4832,CHGA,0,1,0,3,0,1
4833,ITPK1,612,631,945,709,522,1678
4834,MOAP1,550,501,829,433,493,1489
4836,UBR7,238,219,363,193,224,584
4837,BTBD7,790,654,1247,611,721,2058
4840,FAM181A,0,0,0,1,0,2
4841,ASB2,71,57,86,97,69,244
4842,OTUB2,365,356,452,434,470,1452
4843,DDX24,3383,2632,4721,2848,3258,9351
4845,IFI27,50,92,68,394,350,1471
4847,PPP4R4,165,142,280,138,172,467
4848,SERPINA10,0,1,0,0,0,0
4850,SERPINA1,80,69,103,89,83,199
4852,SERPINA4,0,0,1,0,0,0
4855,DICER1,875,808,1515,666,723,2110
4857,CLMN,475,522,733,370,423,1057
4858,SYNE3,4,4,5,6,3,18
4860,GLRX5,212,204,336,178,139,504
4862,BDKRB2,170,122,272,158,164,428
4863,BDKRB1,21,19,29,20,8,85
4864,ATG2B,336,347,620,300,266,850
4865,GSKIP,94,71,188,95,90,216
4866,AK7,2,4,12,3,9,12
4867,PAPOLA,2340,2107,4179,1916,2075,5881
4868,VRK1,122,102,224,110,134,348
4869,BCL11B,78,116,169,76,80,184
4870,SETD3,845,758,1309,662,739,2064
4871,CCNK,1526,1419,1904,1267,1349,3894
4872,CCDC85C,362,308,480,327,271,879
4873,HHIPL1,11,11,7,20,20,42
4875,EML1,84,61,88,35,52,125
4876,EVL,172,166,233,167,143,491
4877,DEGS2,2,12,0,3,1,22
4878,YY1,932,772,1413,703,752,2339
4879,SLC25A29,180,202,274,172,176,420
4880,WARS,1620,1285,2100,1366,1371,4239
4881,WDR25,65,35,65,53,48,162
4882,BEGAIN,2,0,2,1,0,4
4891,PPP2R5C,914,782,1328,680,735,2097
4892,DYNC1H1,10414,8457,14404,9351,9368,27584
4893,HSP90AA1,23963,18763,34816,19647,22549,63927
4894,WDR20,438,332,515,360,376,1004
4895,MOK,138,110,184,122,104,305
4896,ZNF839,185,170,254,148,158,453
4897,CINP,286,258,395,226,248,734
4898,TECPR2,397,390,543,358,288,969
4899,ANKRD9,37,71,86,57,46,126
4900,RCOR1,680,598,1064,561,621,1867
4901,TRAF3,410,348,643,560,475,1378
4903,CDC42BPB,1890,1742,2473,1837,1573,4813
4904,TNFAIP2,294,340,440,988,750,2029
4906,EIF5,2253,2463,4393,1857,1994,5923
4908,MARK3,1291,1114,1692,1155,1242,3484
4909,CKB,381,367,518,522,272,867
4910,TRMT61A,53,50,107,71,32,175
4911,BAG5,799,684,1326,668,673,1911
4913,KLC1,1848,1698,2948,1645,1754,5151
4914,XRCC3,70,47,86,60,53,145
4915,ZFYVE21,681,570,884,623,597,1525
4916,PPP1R13B,408,509,625,404,348,1083
4917,TDRD9,8,8,27,9,7,36
4919,KIF26A,1,1,2,1,3,5
4920,INF2,946,1036,1346,1168,750,2267
4921,ADSSL1,205,191,330,160,173,420
4922,SIVA1,81,69,100,95,35,152
4923,AKT1,2013,1690,2538,2050,1627,5056
4928,CDCA4,260,227,454,232,196,687
4929,GPR132,1,5,0,2,0,0
4930,JAG2,486,630,701,647,323,1099
4931,NUDT14,100,125,157,180,84,316
4932,BRF1,189,207,303,230,168,442
4933,BTBD6,299,261,434,319,280,705
4934,PACS2,444,454,634,516,340,1092
4935,TEX22,1,1,0,1,1,7
4936,MTA1,568,573,797,629,462,1489
4937,CRIP2,167,186,231,199,105,319
4938,CRIP1,18,35,20,20,24,60
4943,TUBGCP5,294,269,464,258,273,774
4944,CYFIP1,2495,2070,3266,2327,2245,6611
4945,NIPA2,340,309,691,370,351,912
4946,NIPA1,310,314,521,316,324,847
4951,NDN,172,188,273,165,135,467
4974,UBE3A,844,962,1969,864,806,2285
4975,ATP10A,15,15,28,21,16,47
4976,GABRB3,42,28,74,43,34,87
4977,GABRA5,0,1,6,2,1,4
4978,OCA2,13,9,20,15,15,31
4979,HERC2,1267,1083,1786,1164,1123,2995
4982,APBA2,220,206,321,218,190,578
4983,FAM189A1,0,0,0,1,0,2
4984,TJP1,3738,3226,5362,2929,3170,9266
4985,CHRFAM7A,0,0,0,0,0,2
4986,ARHGAP11B,8,6,18,13,12,26
4989,FAN1,514,407,766,407,396,1216
4990,MTMR10,267,219,445,166,175,601
4991,TRPM1,0,0,0,0,0,1
4993,KLF13,1321,1131,2020,1255,1158,3381
4996,ARHGAP11A,107,128,280,131,123,388
4997,SCG5,13,11,26,10,10,49
4998,FMN1,115,141,209,82,76,265
5000,RYR3,0,0,0,0,0,5
5001,AVEN,156,134,216,103,124,361
5002,CHRM5,0,0,0,0,1,0
5003,EMC7,663,705,1144,674,650,1675
5004,PGBD4,33,35,55,22,25,78
5005,KATNBL1,44,56,80,53,33,139
5006,EMC4,729,726,1230,725,666,2004
5007,SLC12A6,1039,1086,1564,805,829,2356
5008,NOP10,2470,1892,3147,2067,1993,6956
5009,LPCAT4,676,696,1032,773,623,2104
5010,GOLGA8A,346,401,527,313,319,866
5011,GOLGA8B,148,186,278,119,125,311
5012,AQR,815,720,1439,624,722,2297
5013,ZNF770,469,478,1200,454,456,1089
5015,C15orf41,97,85,166,75,97,279
5016,MEIS2,181,164,303,140,161,443
5017,SPRED1,193,147,342,192,165,525
5018,FAM98B,378,344,658,333,376,962
5021,THBS1,23432,19898,32180,21648,21708,67365
5022,FSIP1,11,14,25,10,8,27
5023,GPR176,58,64,123,96,122,236
5024,EIF2AK4,1242,989,1840,982,1011,3059
5025,SRP14,6108,5386,8056,5271,5287,15889
5026,BMF,44,35,26,31,32,49
5027,BUB1B,172,129,246,123,155,363
5030,PLCB2,3,4,5,2,2,22
5031,DISP2,20,22,21,18,12,44
5032,KNSTRN,336,272,465,323,300,941
5033,IVD,302,271,436,269,220,858
5034,BAHD1,409,417,597,375,316,1079
5035,CHST14,91,64,128,69,70,208
5037,RPUSD2,85,77,123,56,81,191
5038,RAD51,52,38,88,41,43,144
5039,RMDN3,798,618,859,622,620,1632
5040,GCHFR,12,12,19,19,8,39
5041,DNAJC17,131,116,157,117,114,344
5043,ZFYVE19,355,305,355,335,267,778
5045,SPINT1,2184,2443,3601,2563,2288,6958
5046,RHOV,341,321,498,506,436,1372
5047,VPS18,548,495,819,593,503,1581
5048,DLL4,1,0,0,0,2,1
5050,INO80,630,566,774,527,548,1603
5052,CHP1,1964,1818,3361,1612,1591,4917
5054,OIP5,15,13,20,6,9,38
5055,NUSAP1,358,319,554,253,321,715
5056,NDUFAF1,578,384,740,434,511,1513
5057,RTF1,1699,1511,2308,1243,1270,3884
5058,ITPKA,1,2,1,2,0,6
5060,RPAP1,320,298,465,358,281,843
5061,TYRO3,143,105,220,121,114,320
5062,MGA,648,599,1187,505,571,1414
5063,MAPKBP1,789,816,1095,758,725,2210
5064,JMJD7,20,23,43,28,24,55
5065,PLA2G4B,3,1,7,5,10,12
5066,SPTBN5,17,2,13,9,14,18
5067,EHD4,618,477,872,634,537,1731
5068,PLA2G4E,0,1,0,6,5,28
5069,PLA2G4D,0,0,3,0,0,0
5070,PLA2G4F,41,49,64,18,15,81
5071,VPS39,1236,1125,1674,925,1004,3094
5072,TMEM87A,1073,994,1629,978,992,2680
5073,GANC,368,367,530,330,359,1031
5074,CAPN3,208,214,247,165,186,522
5075,SNAP23,553,504,847,447,528,1570
5076,LRRC57,248,217,320,227,217,630
5077,HAUS2,168,152,286,141,136,446
5078,STARD9,77,71,116,49,49,180
5079,CDAN1,153,186,301,159,137,375
5080,TTBK2,203,168,364,156,174,474
5081,UBR1,558,486,1107,470,545,1490
5082,TMEM62,114,125,203,124,130,315
5083,CCNDBP1,413,456,633,452,453,1235
5084,TGM5,16,16,16,25,23,72
5085,LCMT2,118,97,160,102,100,262
5086,ADAL,68,49,111,56,43,157
5087,ZSCAN29,444,411,619,363,378,1138
5088,TUBGCP4,219,228,345,213,216,648
5089,TP53BP1,1477,1230,1986,1164,1284,3605
5090,MAP1A,57,63,88,34,22,136
5091,PPIP5K1,845,705,1049,682,651,2164
5092,CKMT1B,230,161,272,194,192,636
5093,STRC,9,9,7,4,5,16
5094,CATSPER2,35,30,52,35,18,90
5095,CKMT1A,176,157,242,151,166,449
5097,PDIA3,10247,9652,16405,7982,9166,24785
5098,ELL3,189,210,305,211,172,670
5099,SERF2,1083,962,1390,840,719,2509
5101,SERINC4,5,7,2,5,2,30
5103,MFAP1,1323,1046,1741,1039,1226,3339
5104,WDR76,26,26,85,41,39,94
5105,FRMD5,127,114,155,72,72,229
5108,CTDSPL2,178,133,260,118,134,276
5109,EIF3J,696,759,1636,818,611,2173
5110,SPG11,911,786,1586,716,755,2049
5112,B2M,7178,6770,11246,6097,6942,16486
5114,SORD,580,465,807,464,500,1605
5115,DUOX2,131,118,157,137,144,503
5116,DUOXA2,8,11,13,25,16,37
5117,DUOXA1,324,348,449,293,276,840
5118,DUOX1,892,1093,1251,844,756,2210
5121,GATM,6,17,6,8,9,22
5122,SPATA5L1,82,65,157,84,71,215
5123,C15orf48,469,419,661,898,938,2777
5124,SLC30A4,29,37,67,30,28,90
5126,BLOC1S6,492,471,915,407,366,1244
5129,MYEF2,125,113,230,102,153,361
5130,DUT,185,189,326,121,139,501
5131,FBN1,95,53,86,52,46,150
5132,CEP152,126,120,222,86,84,277
5133,SHC4,21,30,32,27,13,36
5134,EID1,945,876,1448,982,744,2126
5135,SECISBP2L,570,536,1060,440,467,1275
5136,COPS2,561,518,1220,501,558,1459
5137,GALK2,194,160,253,162,182,517
5138,FAM227B,34,11,50,23,21,61
5139,FGF7,1,4,2,1,2,6
5140,DTWD1,38,60,130,47,35,96
5141,ATP8B4,1,3,4,0,0,3
5142,SLC27A2,22,12,33,12,12,41
5144,GABPB1,217,181,286,174,181,434
5147,USP8,1462,1382,2547,1129,1197,3674
5149,TRPM7,436,547,995,389,425,1042
5150,SPPL2A,169,176,411,202,161,480
5151,AP4E1,353,333,665,286,320,860
5155,DMXL2,340,349,605,283,287,857
5156,SCG3,0,4,0,0,0,0
5157,LYSMD2,28,28,57,18,14,60
5158,TMOD2,406,387,668,302,365,947
5159,TMOD3,2441,2176,4029,1986,2182,6754
5160,LEO1,1191,964,1622,875,966,2834
5161,MAPK6,2380,2154,4003,1789,1971,5519
5162,BCL2L10,3,7,3,7,4,11
5163,GNB5,279,196,362,208,193,536
5164,MYO5C,286,291,491,298,293,933
5165,MYO5A,1593,1442,2325,1200,1310,4033
5166,ARPP19,1701,1881,3857,1522,1613,4669
5167,FAM214A,271,288,599,220,209,600
5168,WDR72,18,17,25,13,3,29
5169,UNC13C,0,1,0,1,0,0
5170,RSL24D1,378,339,713,323,346,1052
5171,RAB27A,121,95,176,86,88,263
5172,PIGB,61,82,203,63,57,144
5173,CCPG1,267,223,369,203,212,595
5174,PYGO1,4,2,15,7,5,17
5176,NEDD4,391,379,699,400,411,1057
5177,RFX7,948,1002,1586,884,938,2417
5178,TEX9,21,34,81,26,26,102
5179,MNS1,9,8,22,9,3,19
5180,ZNF280D,133,108,238,115,151,355
5182,TCF12,991,749,1389,712,766,2159
5183,CGNL1,148,173,174,113,114,342
5184,MYZAP,34,29,41,24,23,88
5185,POLR2M,135,115,196,94,100,269
5186,ALDH1A2,2,0,7,0,0,2
5187,AQP9,1,0,0,0,1,2
5188,ADAM10,1832,1717,2886,1402,1623,3696
5190,SLTM,1922,1893,3321,1842,1905,5461
5191,RNF111,1067,885,1348,816,919,2617
5192,CCNB2,164,137,237,130,108,279
5193,MYO1E,2508,2078,3491,2201,2312,6734
5195,FAM81A,8,10,11,7,10,23
5196,GCNT3,295,217,438,211,244,676
5197,GTF2A2,379,266,654,274,288,919
5198,BNIP2,1049,868,1603,724,906,2376
5199,ANXA2,67164,54398,85563,59454,60349,196668
5200,RORA,65,62,139,66,76,158
5201,VPS13C,669,716,1226,493,546,1686
5202,C2CD4A,4,2,4,6,4,13
5203,C2CD4B,0,0,0,0,0,2
5204,TLN2,39,31,45,29,30,65
5205,TPM1,4651,4218,6484,3497,3737,10922
5206,LACTB,187,208,452,161,198,518
5207,RPS27L,713,463,783,392,493,1406
5208,RAB8B,608,591,1215,667,599,1782
5209,APH1B,115,131,224,100,94,315
5210,CA12,4525,3972,6073,4180,4509,11930
5211,USP3,330,320,561,282,279,809
5212,FBXL22,4,0,0,0,2,2
5213,HERC1,1078,1036,1754,848,990,2892
5215,SNX1,1758,1729,2683,1559,1434,4219
5216,SNX22,130,191,37,94,113,402
5217,PPIB,6045,5458,7763,5656,5806,16364
5218,CSNK1G1,1632,1430,2318,1104,1240,3674
5219,TRIP4,635,474,767,554,629,1496
5220,ZNF609,1988,1724,2939,1766,1679,5025
5221,OAZ2,866,794,1241,613,758,2155
5223,PIF1,12,24,17,25,11,68
5224,PLEKHO2,172,127,233,176,164,485
5225,ANKDD1A,9,15,13,7,6,26
5226,SPG21,337,348,881,286,337,938
5227,MTFMT,185,150,290,140,136,432
5230,PDCD7,296,383,613,301,277,905
5231,CLPX,614,568,1108,509,569,1573
5232,CILP,1,0,0,1,4,7
5233,PARP16,69,56,90,55,34,165
5236,DPP8,300,315,463,249,257,735
5237,SLC24A1,276,220,328,219,223,618
5238,DENND4A,307,296,719,282,278,835
5239,RAB11A,2110,1918,3540,1784,1818,5359
5241,DIS3L,136,101,205,57,94,262
5242,TIPIN,65,44,71,44,50,165
5243,MAP2K1,763,691,1240,813,786,2445
5244,SNAPC5,174,129,209,113,154,404
5245,RPL4,24662,20106,34334,18748,19891,62058
5249,ZWILCH,119,115,188,108,99,306
5251,SMAD6,2,6,0,6,4,7
5252,SMAD3,3095,2682,3996,3209,3201,9427
5253,AAGAB,1328,1215,2185,1025,1126,3229
5254,IQCH,16,29,47,15,10,69
5257,MAP2K5,242,158,207,192,183,456
5259,PIAS1,735,604,1019,500,605,1875
5260,CALML4,123,141,206,139,124,404
5261,CLN6,132,111,188,118,114,351
5262,FEM1B,524,482,869,422,499,1400
5263,CORO2B,11,9,14,10,10,23
5264,ANP32A,1683,1700,2921,1532,1671,4523
5267,SPESP1,127,123,198,92,82,246
5269,GLCE,299,219,447,238,241,720
5271,KIF23,216,219,394,194,193,572
5272,RPLP1,9272,10211,12964,11532,6597,23515
5273,TLE3,449,387,702,456,342,1075
5274,UACA,506,540,1060,458,472,1324
5275,LARP6,237,190,278,212,241,686
5276,THAP10,7,19,25,9,10,26
5277,LRRC49,48,53,85,45,27,98
5279,THSD4,1007,899,1369,861,836,2520
5280,NR2E3,3,4,4,3,1,7
5281,MYO9A,392,321,647,346,311,901
5282,SENP8,40,27,54,21,14,49
5283,PKM,56182,50391,80583,57189,51475,161363
5284,PARP6,380,366,516,282,358,973
5286,HEXA,567,548,618,550,470,1347
5288,ARIH1,756,716,1531,679,703,1990
5291,BBS4,159,152,224,118,135,403
5292,ADPGK,625,548,925,634,634,1706
5293,NEO1,717,567,819,467,442,1203
5294,HCN4,1,0,0,0,0,0
5295,NPTN,1255,1268,2048,1174,1146,3050
5296,CD276,1732,1925,2736,1689,1542,4935
5298,LOXL1,63,72,80,54,40,132
5299,STOML1,43,34,61,60,49,151
5300,PML,753,859,1043,1059,848,2621
5301,ISLR2,0,1,0,0,0,4
5303,STRA6,204,244,277,315,223,676
5304,CYP11A1,3,2,3,2,2,3
5305,SEMA7A,469,445,575,622,505,1501
5306,UBL7,380,350,563,367,286,1090
5307,ARID3B,279,255,376,282,211,763
5308,CLK3,835,837,1293,917,842,2481
5309,EDC3,458,407,614,364,399,1281
5310,CYP1A1,424,304,487,295,304,818
5311,CYP1A2,0,1,1,0,2,3
5312,CSK,653,615,906,773,583,1561
5313,LMAN1L,1,2,0,1,0,8
5315,ULK3,198,199,293,182,176,542
5316,SCAMP2,985,984,1379,1008,876,2694
5317,MPI,539,461,780,532,487,1496
5319,COX5A,529,441,702,353,394,1273
5320,RPP25,74,51,68,60,41,136
5321,SCAMP5,14,9,11,6,12,24
5322,PPCDC,102,108,156,104,104,305
5324,COMMD4,225,140,220,151,116,332
5325,NEIL1,83,110,110,74,60,234
5327,MAN2C1,318,357,425,353,283,866
5328,SIN3A,1314,1159,1745,1159,1231,3123
5329,PTPN9,697,525,1043,559,615,1949
5330,SNUPN,284,267,455,208,231,747
5331,IMP3,382,365,568,398,289,878
5332,SNX33,1351,1151,1808,1207,1135,3378
5333,CSPG4,194,195,212,195,125,356
5336,UBE2Q2,772,754,1357,576,683,1950
5337,FBXO22,347,323,516,305,246,700
5338,NRG4,13,19,24,13,10,33
5339,ETFA,981,893,1622,790,964,2871
5342,SCAPER,225,169,310,151,189,473
5343,RCN2,768,706,1193,615,749,1994
5344,PSTPIP1,3,4,7,4,9,15
5345,TSPAN3,2073,1712,2884,1628,1831,5091
5346,PEAK1,359,330,571,240,262,882
5347,HMG20A,439,377,627,338,387,1057
5351,TBC1D2B,839,668,1224,697,713,2244
5352,CIB2,44,61,83,48,53,122
5353,IDH3A,393,348,587,375,361,1153
5354,ACSBG1,0,0,0,0,0,1
5355,DNAJA4,216,236,402,256,233,627
5356,WDR61,564,488,847,427,468,1548
5357,IREB2,423,447,936,418,351,1199
5358,PSMA4,1627,1627,2986,1478,1515,3983
5359,CHRNA5,19,12,33,13,17,51
5360,CHRNA3,6,7,10,1,5,11
5361,CHRNB4,20,12,22,13,23,43
5362,ADAMTS7,74,70,98,79,43,164
5363,MORF4L1,4200,3435,5810,3288,3764,10695
5364,CTSH,1343,1353,1789,833,868,2063
5365,RASGRF1,3,9,16,0,1,10
5366,TMED3,1100,1043,1592,1023,943,2910
5370,ST20,16,31,46,31,27,85
5371,BCL2A1,13,12,44,82,82,237
5372,ZFAND6,473,433,845,391,401,1198
5373,FAH,274,217,343,256,213,697
5374,ARNT2,65,59,68,43,48,137
5375,IL16,16,22,26,15,7,21
5376,STARD5,148,161,244,197,201,563
5377,MEX3B,18,17,27,22,11,48
5380,CPEB1,0,0,0,0,0,2
5383,FSD2,0,0,0,0,0,3
5384,WHAMM,380,369,578,313,368,868
5385,HOMER2,532,440,747,477,456,1355
5386,C15orf40,182,154,204,125,107,403
5387,BTBD1,481,523,902,417,401,1235
5389,BNC1,2532,1930,3531,2037,2143,6722
5390,SH3GL3,8,6,15,2,5,8
5391,ADAMTSL3,8,4,15,6,3,13
5399,WDR73,110,121,214,161,98,315
5400,NMB,25,32,52,41,34,139
5401,SEC11A,1694,1672,2897,1317,1496,3783
5402,ZNF592,389,366,595,366,355,968
5403,ALPK3,44,25,51,28,30,96
5404,SLC28A1,1,0,4,1,2,7
5405,PDE8A,410,378,666,389,445,1282
5406,AKAP13,1493,1345,2385,1284,1402,3562
5407,KLHL25,92,63,85,94,86,226
5410,MRPL46,195,150,241,158,183,542
5411,MRPS11,373,289,572,286,263,981
5412,DET1,25,23,43,16,18,81
5413,AEN,252,240,444,251,271,817
5414,ISG20,98,114,153,158,117,354
5416,MFGE8,982,996,1332,899,818,2216
5418,FANCI,290,264,471,187,240,570
5419,POLG,860,814,1267,934,836,2424
5420,RHCG,495,547,732,1283,1043,3374
5421,TICRR,73,62,91,79,76,191
5422,KIF7,26,14,29,22,11,37
5423,PLIN1,5,10,7,6,2,18
5424,PEX11A,160,159,244,129,105,333
5426,MESP2,2,3,3,3,2,1
5427,ANPEP,14,7,17,15,13,25
5428,AP3S2,2,2,10,3,1,14
5429,ZNF710,380,296,487,430,311,987
5430,IDH2,411,363,502,390,297,864
5431,SEMA4B,2732,2719,3581,3536,2677,8411
5432,CIB1,586,604,940,702,542,1971
5433,GDPGP1,14,14,15,11,8,26
5434,NGRN,1494,1238,2163,1188,1305,3963
5436,ZNF774,46,33,85,45,35,132
5437,IQGAP1,9891,8648,15499,7241,8104,24065
5438,CRTC3,232,247,288,213,205,603
5439,BLM,30,34,59,17,27,101
5440,FURIN,1939,2042,2755,2443,1587,5074
5442,MAN2A2,355,345,435,346,297,894
5443,UNC45A,748,779,1158,845,692,2148
5444,HDDC3,172,136,233,147,148,406
5445,RCCD1,109,134,151,97,71,288
5446,PRC1,470,409,660,384,368,1197
5447,VPS33B,283,251,416,266,240,761
5449,SLCO3A1,343,321,576,350,272,864
5452,RGMA,45,46,74,36,21,93
5455,NR2F2,1958,2080,3779,1496,1500,4056
